"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSPFOG00000019854",392.236520734465,-1.21856833942078,0.369586831075928,-3.29710973703617,0.000976853262516309,0.0347150725095989
"ENSPFOG00000014078",14839.329174021,0.328449466933327,0.103461020005821,3.17462042143841,0.00150032622015145,0.0436169336093313
"ENSPFOG00000017586",55.8367794926055,-1.029537315174,0.308705566523689,-3.33501376981163,0.000852951755286055,0.0319900618650548
"ENSPFOG00000017787",344.229715532092,0.383673355449539,0.119351729496046,3.21464428768291,0.00130606257440195,0.0408848905749325
"ENSPFOG00000004238",54382.6414618517,0.309369608001308,0.0840528088917291,3.68065757802117,0.000232633240455267,0.0148446343249002
"ENSPFOG00000004711",851.010317402073,-1.03964791111648,0.263070374474855,-3.95197639867978,7.75083865016061e-05,0.00748952466138377
"ENSPFOG00000015358",10006.5075783021,0.43231203948818,0.116332424735095,3.71617836104261,0.00020225882856445,0.0135921348160531
"ENSPFOG00000016740",876.543191909581,0.374004398877353,0.116642050877808,3.20642852267021,0.00134393688151669,0.0415353903559156
"ENSPFOG00000016265",15.9497994976049,-3.81805269873547,1.17281330806044,-3.25546501944937,0.00113206841006274,0.0376327625840842
"ENSPFOG00000014507",1817.00271601075,-0.340869803910065,0.0647845254515015,-5.26159297354496,1.42812641744464e-07,0.00012564296126954
"ENSPFOG00000016094",62.0443855079138,-1.08894745508346,0.32290632726917,-3.3723323549982,0.000745344465484778,0.0294474673614094
"ENSPFOG00000016301",614.437566272358,-0.355414841058043,0.0994230125992176,-3.57477440852401,0.000350530002869112,0.0193286815712501
"ENSPFOG00000024743",262.698771143887,0.657644179056929,0.193588968530871,3.39711598262922,0.000681000965356886,0.0282594511022943
"ENSPFOG00000022504",224.195285135299,0.803125950345129,0.183908007876814,4.3669982597119,1.25965730752928e-05,0.00258191576609941
"ENSPFOG00000024734",1359.06575301824,-0.786866363605884,0.174796135797723,-4.50162333403331,6.74364145215401e-06,0.00171052465433887
"ENSPFOG00000022971",6981.19499359707,0.142623380305204,0.0426079027389944,3.34734570670799,0.000815893924100125,0.0311791327831257
